36940.1223	12826.83353	-323357.6122	29805.99904	11187	-330864.997	5000.734769300063
36940.1223	12826.83353	-323357.6122	32876.48835	12372	-351732.9375	76151.81916971247

36907.28585	12588.41702	-327019.6643	29805.99904	11187	-330864.997	5000.734769300063
36907.28585	12588.41702	-327019.6643	47511.84397	12577	-366209.6995	120272.16701705664
36907.28585	12588.41702	-327019.6643	66962.71364	11187	-324977.1183	25527.99772523415
36907.28585	12588.41702	-327019.6643	32876.48835	12372	-351732.9375	50890.914631464046
36907.28585	12588.41702	-327019.6643	69764.39732	12050	-335657.7255	52403.34478354243

43818.86635	12821.85513	-318920.3888	29805.99904	11187	-330864.997	60608.877849895325
43818.86635	12821.85513	-318920.3888	66962.71364	11187	-324977.1183	8949.637611096157
43818.86635	12821.85513	-318920.3888	74177.48107	11187	-356447.8915	48141.83240125322
43818.86635	12821.85513	-318920.3888	69764.39732	12050	-335657.7255	24944.75219209862

50282.35501	13019.64805	-317185.2231	29805.99904	11187	-330864.997	47608.135152226176
50282.35501	13019.64805	-317185.2231	66962.71364	11187	-324977.1183	11911.158045301892
50282.35501	13019.64805	-317185.2231	74177.48107	11187	-356447.8915	61647.81341840173
50282.35501	13019.64805	-317185.2231	69764.39732	12050	-335657.7255	11874.063850226354

57467.94003	12891.50791	-315548.8445	29805.99904	11187	-330864.997	40530.11052561969
57467.94003	12891.50791	-315548.8445	66962.71364	11187	-324977.1183	17437.546142888652
57467.94003	12891.50791	-315548.8445	74177.48107	11187	-356447.8915	8526.23291253635
57467.94003	12891.50791	-315548.8445	69764.39732	12050	-335657.7255	12894.940995877143

61307.48	12701.25144	-324703.9105	29805.99904	11187	-330864.997	27103.12280137002
61307.48	12701.25144	-324703.9105	66962.71364	11187	-324977.1183	1948.4080697601444
61307.48	12701.25144	-324703.9105	74177.48107	11187	-356447.8915	15182.583104353676
61307.48	12701.25144	-324703.9105	69764.39732	12050	-335657.7255	14003.588441541295

68633.87499	12706.01965	-330735.7621	29805.99904	11187	-330864.997	65688.28665562735
68633.87499	12706.01965	-330735.7621	66962.71364	11187	-324977.1183	8949.637611096157
68633.87499	12706.01965	-330735.7621	74177.48107	11187	-356447.8915	48141.83240125322
68633.87499	12706.01965	-330735.7621	69764.39732	12050	-335657.7255	10068.375895781031

76554.9294	12660.48487	-335301.534	66962.71364	11187	-324977.1183	15852.673833883078
76554.9294	12660.48487	-335301.534	74177.48107	11187	-356447.8915	56770.056140254725
76554.9294	12660.48487	-335301.534	69764.39732	12050	-335657.7255	5204.746557535769

