36940.1223	12826.83353	-323357.6122	29805.99904	11187	-330864.997	10750

36907.28585	12588.41702	-327019.6643	29805.99904	11187	-330864.997	7500
36907.28585	12588.41702	-327019.6643	66962.71364	11187	-324977.1183	30750
36907.28585	12588.41702	-327019.6643	32876.48835	12372	-351732.9375	26500
57467.94003	12891.50791	-315548.8445	69764.39732	12050	-335657.7255	26375
50282.35501	13019.64805	-317185.2231	74177.48107	11187	-356447.8915	53812

61307.48	12701.25144	-324703.9105	29805.99904	11187	-330864.997	33562
61307.48	12701.25144	-324703.9105	66962.71364	11187	-324977.1183	5375
68633.87499	12706.01965	-330735.7621	74177.48107	11187	-356447.8915	43187
68633.87499	12706.01965	-330735.7621	69764.39732	12050	-335657.7255	13750

76554.9294	12660.48487	-335301.534	66962.71364	11187	-324977.1183	21437
76554.9294	12660.48487	-335301.534	69764.39732	12050	-335657.7255	7187

78906.62378	13000.57632	-345969.4561	47511.84397	12577	-366209.6995	39875
78906.62378	13000.57632	-345969.4561	66962.71364	11187	-324977.1183	31000
78906.62378	13000.57632	-345969.4561	74177.48107	11187	-356447.8915	15750
78906.62378	13000.57632	-345969.4561	69764.39732	12050	-335657.7255	19937

80564.75174	13026.79476	-352741.4021	47511.84397	12577	-366209.6995	35812
80564.75174	13026.79476	-352741.4021	66962.71364	11187	-324977.1183	37187
80564.75174	13026.79476	-352741.4021	74177.48107	11187	-356447.8915	9750
80564.75174	13026.79476	-352741.4021	69764.39732	12050	-335657.7255	26812

71335.86473	12796.99007	-360648.3064	47511.84397	12577	-366209.6995	24000
71335.86473	12796.99007	-360648.3064	66962.71364	11187	-324977.1183	36750
71335.86473	12796.99007	-360648.3064	74177.48107	11187	-356447.8915	5062
71335.86473	12796.99007	-360648.3064	32876.48835	12372	-351732.9375	50812
71335.86473	12796.99007	-360648.3064	69764.39732	12050	-335657.7255	25500

64192.9	12640.66071	-353514.8883	47511.84397	12577	-366209.6995	21437
64192.9	12640.66071	-353514.8883	66962.71364	11187	-324977.1183	37625
64192.9	12640.66071	-353514.8883	74177.48107	11187	-356447.8915	11500
64192.9	12640.66071	-353514.8883	69764.39732	12050	-335657.7255	26500

52812.07065	12682.879	-371645.016	47511.84397	12577	-366209.6995	9000
52812.07065	12682.879	-371645.016	32876.48835	12372	-351732.9375	28937

30068.09659	12875.48341	-368330.7801	29805.99904	11187	-330864.997	40937
26366.67695	13006.63163	-354652.1245	47511.84397	12577	-366209.6995	25937
30068.09659	12875.48341	-368330.7801	32876.48835	12372	-351732.9375	17500

35242.8591	12805.80648	-353411.677	29805.99904	11187	-330864.997	23062
35242.8591	12805.80648	-353411.677	47511.84397	12577	-366209.6995	18750
35242.8591	12805.80648	-353411.677	32876.48835	12372	-351732.9375	3000

24490.26749	12870.62698	-344229.4056	29805.99904	11187	-330864.997	26687
24490.26749	12870.62698	-344229.4056	47511.84397	12577	-366209.6995	37625
24490.26749	12870.62698	-344229.4056	32876.48835	12372	-351732.9375	18875

31547.28195	16564.85704	-334156.1885	29805.99904	11187	-330864.997	7500
36599.54352	12703.39323	-327858.875	66962.71364	11187	-324977.1183	28937
36599.54352	12703.39323	-327858.875	32876.48835	12372	-351732.9375	25500
31547.28195	16564.85704	-334156.1885	30256.33457	15683	-329141.412	4625
35813.89262	16354.24378	-330319.3705	61149.89124	14817	-325464.2018	26500
35813.89262	16354.24378	-330319.3705	32894.58323	14817	-351248.6495	23812

31599.13238	12760.57187	-333886.2679	29805.99904	11187	-330864.997	4500
31599.13238	12760.57187	-333886.2679	32876.48835	12372	-351732.9375	17375
31599.13238	12760.57187	-333886.2679	30256.33457	15683	-329141.412	16500

36396.68595	12878.17015	-328477.264	29805.99904	11187	-330864.997	9562
36396.68595	12878.17015	-328477.264	66962.71364	11187	-324977.1183	31625
36396.68595	12878.17015	-328477.264	32876.48835	12372	-351732.9375	26250
36396.68595	12878.17015	-328477.264	30256.33457	15683	-329141.412	17812

35948.2595	13119.58556	-329760.4231	29805.99904	11187	-330864.997	6437
35948.2595	13119.58556	-329760.4231	32876.48835	12372	-351732.9375	26250

31303.70019	12799.14484	-343853.2679	29805.99904	11187	-330864.997	16625
31303.70019	12799.14484	-343853.2679	32876.48835	12372	-351732.9375	12250

46703.52931	12925.76679	-325395.2236	29805.99904	11187	-330864.997	17687
46703.52931	12925.76679	-325395.2236	66962.71364	11187	-324977.1183	21437

66248.19224	16138.57906	-324328.4682	61149.89124	14817	-325464.2018	4937
66248.19224	16138.57906	-324328.4682	66962.71364	11187	-324977.1183	6125
66248.19224	16138.57906	-324328.4682	30256.33457	15683	-329141.412	37187
30464.27089	16526.15192	-340050.5528	32894.58323	14817	-351248.6495	14062


